"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WDF2","WSF2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-06","6.49","0.00","76","86","69","   90","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-07","5.59","0.27","78","86","70","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-08","5.82","0.00","79","89","73","  160","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-09","6.26","0.00","80","88","71","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-10","9.62","0.00","82","88","76","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-11","12.30","0.00","83","88","78","  110","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-12","12.97","0.08","82","87","75","  110","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-13","10.96","0.18","82","88","75","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-14","11.63","0.00","82","88","78","  100","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-15","12.30","0.00","82","89","77","  100","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-16","10.96","0.00","82","88","75","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-17","12.30","0.05","82","88","78","   90","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-18","10.29","0.00","81","88","77","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-19","9.17","0.00","81","89","75","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-20","5.14","0.00","81","91","74","  120","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-21","6.26","0.00","82","94","76","  150","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-22","6.04","0.08","82","91","75","  270","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-23","9.62","0.00","81","90","74","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-24","13.20","0.27","83","89","77","   80","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-25","14.32","0.19","83","89","79","  100","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-26","14.54","0.03","83","89","80","  100","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-27","12.75","0.09","82","88","76","   90","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-28","12.53","0.00","80","87","76","  100","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-29","10.29","0.00","81","87","73","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-30","9.62","0.00","82","88","76","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05-31","6.49","0.77","81","87","75","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-01","7.16","0.00","81","87","76","  130","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-02","7.38","0.05","81","85","75","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-03","6.26","0.10","79","84","72","  100","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-04","5.14","0.13","80","87","75","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-05","6.49","0.24","81","87","77","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-06","4.92","0.02","80","87","75","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-07","7.38","0.00","79","88","73","   80","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-08","7.16","0.00","81","88","75","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-09","3.80","0.76","80","88","74","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-10","6.93","0.01","81","88","75","  110","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-11","9.84","0.55","80","88","72","  100","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-12","13.42","0.00","85","90","81","  110","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-13","14.76","0.02","84","89","82","  100","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-14","12.30","0.09","83","88","78","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-15","10.07","0.07","83","89","78","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-16","8.28","0.00","84","90","78","  110","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-17","8.05","0.00","84","90","78","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-18","9.17","0.00","85","91","82","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-19","7.61","0.00","85","92","81","  110","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-20","6.93","0.00","85","92","80","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-21","6.93","0.00","85","92","80","   90","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-22","8.50","0.06","85","91","81","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-23","10.29","0.00","86","91","82","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-24","9.40","0.00","86","92","82","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-25","6.71","0.00","86","92","81","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-26","4.92","0.80","84","90","78","  250","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-27","3.80","0.06","83","92","76","  240","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-28","5.59","0.33","82","91","79","  190","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-29","4.25","0.31","83","93","76","   50","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06-30","5.59","0.00","84","95","78","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-01","7.38","0.00","86","92","78","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-02","9.62","0.07","86","92","80","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-03","8.05","0.24","85","92","75","  330","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-04","8.05","0.00","83","91","77","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-05","10.51","0.03","86","91","82","  100","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-06","8.72","0.52","84","91","74","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-07","8.95","0.00","85","91","82","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-08","10.07","0.00","85","91","80","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-09","10.51","0.15","85","91","78","  130","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-10","10.07","0.00","85","91","77","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-11","6.93","0.00","85","92","79","  100","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-12","6.71","0.00","85","92","78","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-13","5.59","0.33","84","93","78","  280","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-14","6.04","0.15","83","91","78","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-15","4.92","0.44","81","90","74","  280","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-16","3.58","0.02","81","87","78","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-17","4.70","0.00","83","92","75","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-18","4.25","0.07","83","90","77","  250","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-19","4.70","0.00","85","91","78","  130","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-20","6.49","0.00","85","90","80","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-21","3.58","0.49","84","92","79","  280","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-22","3.80","0.03","82","92","77","  230","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-23","4.92","0.06","84","93","78","  240","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-24","6.49","0.00","85","95","80","  310","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-25","6.93","1.07","81","88","73","  260","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-26","6.26","0.19","80","85","76","  230","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-27","7.83","0.00","84","93","76","  220","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-28","6.26","0.00","86","94","79","  160","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-29","5.59","0.00","85","96","79","  240","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-30","5.82","0.00","86","95","80","  210","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07-31","6.71","2.05","84","92","74","   80","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-01","5.59","0.00","82","91","76","  120","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-02","5.37","0.00","85","91","79","  160","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-03","3.58","0.04","82","91","76","  270","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-04","5.14","0.00","84","92","76","  110","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-05","6.71","0.00","86","92","80","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-06","5.82","0.00","86","92","80","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-07","6.04","0.00","85","92","79","  130","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-08","4.70","1.08","84","93","77","  200","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-09","4.47","0.01","84","94","78","  260","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-10","2.46","1.28","83","92","76","  190","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-11","2.46","0.96","83","92","75","  220","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-12","4.03","0.00","83","94","76","  160","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-13","4.47","0.00","85","91","76","  340","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-14","4.92","0.68","83","92","73","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-15","4.92","0.29","82","90","77","  160","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-16","8.05","0.21","84","91","77","  150","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-17","8.95","0.06","86","91","79","  110","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-18","7.83","0.02","85","91","82","   80","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-19","7.61","0.01","86","91","82","  130","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-20","6.93","0.00","86","91","81","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-21","4.92","0.00","85","91","81","  130","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-22","2.91","0.61","85","93","76","   10","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-23","5.14","0.00","83","93","79","   60","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-24","4.70","0.26","85","91","81","   80","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-25","4.25","0.18","86","92","80","   90","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-26","3.80","0.35","83","90","76","  160","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-27","5.82","0.08","80","90","75","  180","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-28","6.93","0.00","85","92","80","   90","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-29","10.96","0.14","86","93","80","  100","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-30","8.05","2.76","81","84","75","  140","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08-31","7.16","0.00","84","91","78","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-01","4.92","0.00","85","91","80","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-02","5.37","1.17","85","91","77","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-03","4.47","0.02","85","93","80","  140","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-04","4.03","0.37","83","94","76","  220","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-05","2.46","0.07","81","92","76","  120","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-06","2.91","0.31","80","91","76","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-07","2.68","0.34","79","86","76","  230","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-08","4.70","0.19","84","91","78","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-09","4.70","0.00","85","90","80","  110","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-10","4.25","0.05","85","92","79","  130","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-11","4.03","0.00","85","92","81","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-12","5.59","0.59","85","91","79","  180","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-13","7.38","0.04","85","92","78","  240","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-14","6.93","0.00","84","91","79","  100","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-15","12.75","0.15","85","90","79","  130","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-16","7.61","1.39","80","86","75","   80","28.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-17","3.13","1.69","79","88","74","   80","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-18","2.91","0.49","79","88","74","  240","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-19","6.49","0.00","82","91","76","  250","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-20","5.82","0.45","84","93","74","   90","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-21","5.37","0.84","80","89","75","  180","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-22","4.70","1.06","80","87","73","  360","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-23","4.03","0.00","79","87","76","  120","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-24","6.49","0.22","80","85","74","  160","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-25","3.58","0.02","82","90","77","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-26","4.03","0.00","82","89","76","  120","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-27","4.25","0.00","83","87","76","  260","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-28","4.92","0.01","82","88","75","  140","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-29","4.47","0.50","82","89","77","  200","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09-30","6.04","0.00","83","92","78","  290","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-01","8.05","0.00","84","91","77","  310","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-02","7.61","0.00","83","91","77","  270","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-03","9.84","0.00","82","88","75","  250","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-04","8.05","0.00","79","87","71","  240","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-05","7.61","0.10","78","87","72","  250","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-06","5.82","0.00","79","85","73","  240","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-07","3.58","0.20","79","88","75","  250","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-08","3.58","0.13","79","88","75","   90","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-09","4.47","0.32","81","89","76","  190","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-10","6.04","0.01","82","90","75","  260","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-11","4.70","0.00","81","86","76","  170","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-12","4.25","0.00","80","88","75","  160","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-13","3.58","1.41","80","88","72","  150","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-14","2.91","0.00","79","90","73","  120","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-15","6.71","0.00","81","88","77","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-16","8.50","0.39","81","83","75","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-17","6.93","0.00","79","84","76","   50","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-18","8.50","1.25","78","85","71","   70","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-19","14.99","0.10","78","84","73","   50","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-20","14.09","0.00","79","84","76","   80","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-21","11.63","0.01","80","86","76","  100","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-22","9.84","0.13","79","85","72","   80","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-23","8.50","0.18","78","84","74","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-24","9.17","0.18","78","85","73","   70","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-25","10.96","0.00","79","85","74","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-26","11.86","0.00","79","85","75","  100","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-27","10.29","0.01","80","85","77","  140","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-28","6.93","0.07","79","81","74","  180","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-29","3.36","0.01","80","89","74","  240","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-30","3.80","0.00","80","89","75","  100","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10-31","6.49","0.20","79","84","76","   90","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-01","6.93","0.00","81","87","76","  100","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-02","8.50","0.00","81","87","77","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-03","8.05","0.00","81","87","75","   80","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-04","10.96","0.22","82","88","77","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-05","13.20","0.00","81","86","79","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-06","9.84","0.26","81","86","76","  100","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-07","10.51","0.01","81","87","78","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-08","8.95","0.00","82","87","79","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-09","6.26","0.00","82","88","77","  120","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-10","3.80","0.02","81","89","74","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-11","4.03","0.00","80","88","74","   90","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-12","5.37","0.00","80","87","74","  100","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-13","5.14","0.05","81","88","76","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-14","6.49","3.37","76","79","71","   40","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-15","10.51","0.77","75","78","71","   70","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-16","9.40","0.05","77","80","73","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-17","13.65","0.04","78","85","72","  110","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-18","15.66","0.24","81","85","78","  110","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-19","8.95","0.01","80","85","77","  130","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-20","6.04","0.00","78","86","73","   50","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-21","4.70","0.95","78","83","69","  140","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-22","6.49","0.62","74","85","69","  240","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-23","8.72","0.00","72","78","64","   30","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-24","10.29","0.00","69","77","63","   70","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-25","13.20","0.27","74","79","69","   80","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-26","12.53","0.17","75","80","70","   60","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-27","11.86","0.18","76","81","70","   70","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-28","7.61","0.02","75","81","68","   40","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-29","8.50","0.00","73","81","66","   50","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11-30","6.93","0.30","75","79","71","   90","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-01","6.93","0.16","74","83","68","   90","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-02","6.49","0.29","78","83","74","  210","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-03","2.01","1.36","77","84","72","  250","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-04","4.92","3.73","73","76","70","  140","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-05","6.93","2.94","73","77","72","   30","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-06","11.86","0.00","77","80","75","   40","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-07","5.59","0.09","74","76","68","   90","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-08","6.04","0.67","70","74","67","  100","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-09","3.58","0.01","74","83","70","  130","8.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-10","2.46","0.00","75","81","71","   40","8.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-11","5.14","0.00","76","83","70","   80","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-12","8.95","0.00","76","83","69","  100","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-13","12.97","0.05","78","82","75","   70","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-14","7.16","0.03","78","84","74","  150","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-15","5.59","0.00","78","84","72","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-16","6.04","0.00","77","84","71","  110","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-17","8.05","0.00","78","84","75","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-18","6.49","0.00","79","85","71","  310","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12-19","12.30","0.00","71","76","64","   40","23.0"
